id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6I3mqTwhRpn34SLVafSH7G,Ghost,83,153190,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-19,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4
0oaY19dUwZimIgzn3ZZLZO,2 Much,82,152796,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-19,0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,119.59,4
5NU40QTlXrDUJzDBdv79bg,Deserve You,82,187239,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-19,0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,89.934,4
2tB9OFgAHjAds3cqquLlvp,Loved By You (feat. Burna Boy),82,159250,0,"['Justin Bieber', 'Burna Boy']","['1uNFoZAHBGtllmzznpCI3s', '3wcj11K77LjEY1PkEazffa']",2021-03-19,0.79,0.724,1,-6.972,1,0.0852,0.0696,2.33e-06,0.113,0.642,101.04,4
7aely3H8kMj9o0gt6vXHE1,Die For You (feat. Dominic Fike),81,198426,0,"['Justin Bieber', 'Dominic Fike']","['1uNFoZAHBGtllmzznpCI3s', '6USv9qhCn6zfxlBQIYJ9qs']",2021-03-19,0.728,0.629,1,-6.629,1,0.0318,0.00196,1.94e-06,0.0847,0.71,135.031,4
27UcQ6dAvQrgH9C880rCM3,Love You Different (feat. BEAM),80,186696,0,"['Justin Bieber', 'BEAM']","['1uNFoZAHBGtllmzznpCI3s', '46MWeeHNVMYRIIofQBEX98']",2021-03-19,0.759,0.584,8,-6.655,1,0.06,0.0652,1.59e-06,0.16,0.374,127.138,4
3buwFfY33H32wfZ6X9poV3,Somebody,80,179415,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-19,0.551,0.756,2,-7.679,1,0.045,0.000284,9.48e-05,0.118,0.359,75.991,4
66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),76,250286,0,"['Jack Ü', 'Skrillex', 'Diplo', 'Justin Bieber']","['1HxJeLhIuegM3KgvPn8sTa', '5he5w2lnU9x7JFhnwcekXX', '5fMUXHkw8R8eOP2RNVYEZX', '1uNFoZAHBGtllmzznpCI3s']",2015-02-24,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4
4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),81,212867,0,"['Justin Bieber', 'Quavo']","['1uNFoZAHBGtllmzznpCI3s', '0VRj0yCOv2FXJNP47XQnx5']",2020-02-14,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,4
10Z9RbwrTbQ0gQeNRJ2dC1,Lifetime,77,207020,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-26,0.48,0.274,2,-7.083,1,0.0317,0.771,0.0,0.114,0.332,179.637,3
680qLWCMRfR6evrNNBCE9e,MLK Interlude,74,104008,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-19,0.649,0.429,10,-8.428,0,0.468,0.386,0.0,0.311,0.426,100.389,3
1tzkJMX3gNjnpcHdLD0pM3,Overboard,59,251187,0,"['Justin Bieber', 'Jessica Jarrell']","['1uNFoZAHBGtllmzznpCI3s', '6sjsQahFYXgmOmocbuHou3']",2010-01-01,0.479,0.788,5,-5.212,1,0.0542,0.183,0.0,0.146,0.463,173.963,4
2GCKWEsbb0Xo1oodTOKVi1,Heartbreaker,62,262840,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2014-05-13,0.568,0.517,6,-7.316,0,0.0894,0.146,0.0,0.343,0.578,104.443,4
7E390nZTMqEbrNC1TmHd42,The Feeling,65,244907,0,"['Justin Bieber', 'Halsey']","['1uNFoZAHBGtllmzznpCI3s', '26VFTg2z8YR0cCuwLzESi2']",2015-11-13,0.525,0.809,1,-6.185,0,0.0619,0.0819,1.22e-06,0.0971,0.21,127.073,4
7i2xVGqiF5FBPvLg6PLHX3,There She Go (feat. Lil Uzi Vert),75,215020,0,"['Justin Bieber', 'Lil Uzi Vert']","['1uNFoZAHBGtllmzznpCI3s', '4O15NlyKLIASxsJ0PrXPfz']",2021-03-26,0.725,0.716,9,-5.448,1,0.0349,0.00945,0.0,0.119,0.904,150.074,4
35w3imkurxO8IVBhQv1FVR,Live My Life,60,237107,0,"['Far East Movement', 'Justin Bieber']","['698hF4vcwHwPy8ltmXermq', '1uNFoZAHBGtllmzznpCI3s']",2012-01-01,0.683,0.804,9,-6.592,0,0.0849,0.00289,0.0,0.0949,0.522,128.007,4
7ILEWkpfdK6AjH2D7jppWk,Don't Check On Me (feat. Justin Bieber & Ink),67,204880,0,"['Chris Brown', 'Justin Bieber', 'Ink']","['7bXgB6jMjp9ATFy66eO08Z', '1uNFoZAHBGtllmzznpCI3s', '4ZhFCxPekpmV12n2xMeF2z']",2019-06-28,0.661,0.395,7,-5.242,1,0.0333,0.873,0.0,0.112,0.679,82.028,4
7IUl5c6u18rzmyQOblj10T,Somebody To Love Remix,57,220160,0,"['Justin Bieber', 'Usher']","['1uNFoZAHBGtllmzznpCI3s', '23zg3TcAtWQy7J6upgbUnj']",2011-01-01,0.703,0.836,5,-4.619,1,0.0283,0.00388,0.0,0.16,0.552,129.987,4
3grxgV6Ot8KqtysApjYLs1,Sorry - Latino Remix,59,219987,0,"['Justin Bieber', 'J Balvin']","['1uNFoZAHBGtllmzznpCI3s', '1vyhD5VmyZ7KMfW5gqLgo5']",2015-11-06,0.642,0.753,0,-3.704,0,0.0454,0.146,0.0,0.299,0.495,100.075,4
5YNf9s8WE3iF33YaFNrgpa,What Do You Mean? - Acoustic,62,203800,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2015-11-13,0.773,0.358,8,-10.634,1,0.044,0.794,0.0,0.104,0.756,124.934,4
5rBtFEgasUy6eHRJcQ8Qlh,Cold Water,58,185352,0,"['Major Lazer', 'Justin Bieber', 'MØ']","['738wLrAtLtCtFOLvQBXOXp', '1uNFoZAHBGtllmzznpCI3s', '0bdfiayQAKewqEvaU6rXCv']",2018-10-19,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,4
0nxvFG50rGXkiGQqOO2MHr,Be Alright,60,189653,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2012-06-15,0.803,0.356,5,-9.026,0,0.0326,0.589,0.0,0.16,0.739,106.95,4
23UV8pJEvRnAZd6ZAXBC0H,No Pressure,63,286853,0,"['Justin Bieber', 'Big Sean']","['1uNFoZAHBGtllmzznpCI3s', '0c173mlxpT3dSFRgMO8XPh']",2015-11-13,0.644,0.595,1,-6.877,1,0.215,0.121,0.0,0.279,0.554,148.889,3
5L9WFUodzACitS1TiGm7Mi,No Sense,63,275040,0,"['Justin Bieber', 'Travis Scott']","['1uNFoZAHBGtllmzznpCI3s', '0Y5tJX1MQlPlqiwlOH1tJY']",2015-11-13,0.643,0.499,2,-6.795,0,0.0308,0.0478,0.0,0.108,0.363,133.978,4
762UXiwEHYY97VL45sAUPR,2U,65,194907,0,"['David Guetta', 'Justin Bieber']","['1Cs0zKBU1kc0i8ypK3B9ai', '1uNFoZAHBGtllmzznpCI3s']",2017-06-09,0.551,0.651,8,-5.828,0,0.0594,0.225,0.0,0.224,0.562,144.875,4
2ZlCGeK30BLRNSPC832pNZ,Forever (feat. Post Malone & Clever),73,219933,0,"['Justin Bieber', 'Post Malone', 'Clever']","['1uNFoZAHBGtllmzznpCI3s', '246dkjvS1zLTtiykXe5h60', '5yy76ufVriyvidNSvXlRU1']",2020-02-14,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98,4
1q9pBaYcydq7LyYwD8SEBs,Down To Earth,55,245760,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2009-01-01,0.543,0.718,2,-4.795,1,0.0268,0.432,0.0,0.437,0.155,82.003,4
01BlGnXpLuC0BjgUxVYZFb,Never Let You Go,58,264400,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2010-01-01,0.66,0.811,0,-4.852,1,0.0357,0.00141,1.17e-06,0.251,0.675,103.191,4
7wj1Lb5ggzMWJ9TqZJ2dwo,Up,53,234933,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2010-01-01,0.711,0.717,0,-4.317,1,0.0396,0.084,0.0,0.09,0.589,125.949,4
5dQZbRbOMahlP55xeL0mNW,Fall,54,248387,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2012-01-01,0.607,0.754,11,-4.321,1,0.0411,0.259,0.0,0.111,0.607,82.995,4
1kN9UiyOSRVCrSc49ft0lp,As Long As You Love Me - Acoustic Version,56,221693,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2013-01-01,0.549,0.307,11,-9.171,0,0.0351,0.776,0.0,0.0871,0.428,135.57,4
7omCJ8LK58BHemymKeNwww,Be Alright - Acoustic Version,51,210347,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2013-01-01,0.392,0.253,9,-10.955,1,0.0328,0.916,0.0,0.208,0.444,103.837,4
3ZsOYk34IQMrH4B1PBdofL,Boyfriend - Acoustic Version,53,187680,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2013-01-01,0.752,0.292,9,-8.967,0,0.0928,0.843,0.0,0.1,0.621,89.831,4
71g1UlX2OtS9axwBIBa5Zm,Hold Tight,56,254213,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2014-05-13,0.565,0.612,10,-5.795,0,0.169,0.28,0.0,0.105,0.487,117.697,4
4yWCzA44dQyp0SoeM81bUb,Life Is Worth Living,63,234787,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2015-11-13,0.558,0.296,10,-9.18,1,0.0427,0.907,0.0,0.108,0.463,76.04,4
3zNUOVnTALQXmPrkyoUgrm,Home To Mama,53,203267,0,"['Justin Bieber', 'Cody Simpson']","['1uNFoZAHBGtllmzznpCI3s', '79Xp2rRN7wdsaTJgttdX3K']",2015-11-20,0.716,0.302,2,-11.119,1,0.0683,0.949,0.000147,0.118,0.492,90.004,4
2SnNaoNhMjC1WRMTWD8qTX,Mark My Words,61,134347,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2015-11-13,0.383,0.256,0,-8.572,1,0.0332,0.88,2.69e-06,0.169,0.519,114.188,4
7sK3nu6yk8urQ44ouEB7Au,Children,59,223333,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2015-11-13,0.634,0.885,11,-4.702,0,0.304,0.0122,0.0,0.193,0.327,127.064,4
